Facility Name,Facility Address,Utility Type,Measure,Use,Cost,Month,Month_Num,Year
281,281 N College,Natural Gas,CCF,483,224.03,May,5,2016
281,281 N College,Natural Gas,CCF,86,70.89,June,6,2016
281,281 N College,Natural Gas,CCF,5,40.93,July,7,2016
281,281 N College,Natural Gas,CCF,9,43.28,August,8,2016
281,281 N College,Natural Gas,CCF,37,56.24,September,9,2016
281,281 N College,Natural Gas,CCF,228,148.51,October,10,2016
281,281 N College,Natural Gas,CCF,249,161.36,November,11,2016
281,281 N College,Natural Gas,CCF,1440,765.67,December,12,2016
281,281 N College,Natural Gas,CCF,2347,1287.22,January,1,2017
281,281 N College,Natural Gas,CCF,1600,920.96,February,2,2017
281,281 N College,Natural Gas,CCF,994,581.34,March,3,2017
281,281 N College,Natural Gas,CCF,382,234.29,April,4,2017
281,281 N College,Natural Gas,CCF,240,154.47,May,5,2017
281,281 N College,Natural Gas,CCF,112,92.84,June,6,2017
281,281 N College,Natural Gas,CCF,1,40.2,July,7,2017
281,281 N College,Natural Gas,CCF,6,43.41,August,8,2017
281,281 N College,Natural Gas,CCF,11,45.46,September,9,2017
281,281 N College,Natural Gas,CCF,204,142.12,October,10,2017
281,281 N College,Natural Gas,CCF,486,293.93,November,11,2017
281,281 N College,Natural Gas,CCF,1020,571.58,December,12,2017
281,281 N College,Natural Gas,CCF,1829,1025.57,January,1,2018
281,281 N College,Natural Gas,CCF,1715,963.63,February,2,2018
281,281 N College,Natural Gas,CCF,1463,818.33,March,3,2018
281,281 N College,Natural Gas,CCF,611,348.55,April,4,2018
281,281 N College,Natural Gas,CCF,281,174.74,May,5,2018
281,281 N College,Natural Gas,CCF,57,69.47,June,6,2018
281,281 N College,Water,GAL,20200,42.97,January,1,2005
281,281 N College,Water,GAL,21500,45.01,February,2,2005
281,281 N College,Water,GAL,18700,40.62,March,3,2005
281,281 N College,Water,GAL,22600,46.74,April,4,2005
281,281 N College,Water,GAL,21500,43.51,May,5,2005
281,281 N College,Water,GAL,21800,54.03,June,6,2005
281,281 N College,Water,GAL,25800,61.87,July,7,2005
281,281 N College,Water,GAL,30300,70.7,August,8,2005
281,281 N College,Water,GAL,32700,63.1,September,9,2005
281,281 N College,Water,GAL,60200,129.33,October,10,2005
281,281 N College,Water,GAL,26200,52.39,November,11,2005
281,281 N College,Water,GAL,26200,52.39,December,12,2005
281,281 N College,Water,GAL,20500,43.44,January,1,2006
281,281 N College,Water,GAL,21300,44.69,February,2,2006
281,281 N College,Water,GAL,16400,37,March,3,2006
281,281 N College,Water,GAL,18600,40.46,April,4,2006
281,281 N College,Water,GAL,20400,51.28,May,5,2006
281,281 N College,Water,GAL,26000,62.26,June,6,2006
281,281 N College,Water,GAL,23000,56.38,July,7,2006
281,281 N College,Water,GAL,26400,63.05,August,8,2006
281,281 N College,Water,GAL,26400,63.05,September,9,2006
281,281 N College,Water,GAL,22500,112.24,October,10,2006
281,281 N College,Water,GAL,19700,42.19,November,11,2006
281,281 N College,Water,GAL,28100,55.36,December,12,2006
281,281 N College,Water,GAL,36600,77.12,January,1,2007
281,281 N College,Water,GAL,20200,44.25,February,2,2007
281,281 N College,Water,GAL,17000,39.08,March,3,2007
281,281 N College,Water,GAL,20900,45.38,April,4,2007
281,281 N College,Water,GAL,17900,47.79,May,5,2007
281,281 N College,Water,GAL,24700,61.52,June,6,2007
281,281 N College,Water,GAL,19700,51.42,July,7,2007
281,281 N College,Water,GAL,23800,59.71,August,8,2007
281,281 N College,Water,GAL,45900,104.36,September,9,2007
281,281 N College,Water,GAL,21100,54.25,October,10,2007
281,281 N College,Water,GAL,22000,47.16,November,11,2007
281,281 N College,Water,GAL,31100,61.86,December,12,2007
281,281 N College,Water,GAL,27300,55.72,January,1,2008
281,281 N College,Water,GAL,20200,44.25,February,2,2008
281,281 N College,Water,GAL,19400,42.96,March,3,2008
281,281 N College,Water,GAL,24800,51.68,April,4,2008
281,281 N College,Water,GAL,28800,69.81,May,5,2008
281,281 N College,Water,GAL,45600,103.75,June,6,2008
281,281 N College,Water,GAL,32000,76.27,July,7,2008
281,281 N College,Water,GAL,23300,58.7,August,8,2008
281,281 N College,Water,GAL,26600,65.36,September,9,2008
281,281 N College,Water,GAL,20400,52.84,October,10,2008
281,281 N College,Water,GAL,16200,37.79,November,11,2008
281,281 N College,Water,GAL,33700,66.06,December,12,2008
281,281 N College,Water,GAL,57100,103.86,January,1,2009
281,281 N College,Water,GAL,16900,38.92,February,2,2009
281,281 N College,Water,GAL,16000,37.47,March,3,2009
281,281 N College,Water,GAL,19800,43.6,April,4,2009
281,281 N College,Water,GAL,30500,73.24,May,5,2009
281,281 N College,Water,GAL,17500,46.98,June,6,2009
281,281 N College,Water,GAL,20400,52.84,July,7,2009
281,281 N College,Water,GAL,19000,50.01,August,8,2009
281,281 N College,Water,GAL,18100,48.19,September,9,2009
281,281 N College,Water,GAL,18700,49.4,October,10,2009
281,281 N College,Water,GAL,14200,34.56,November,11,2009
281,281 N College,Water,GAL,18000,40.7,December,12,2009
281,281 N College,Water,GAL,19600,44.02,January,1,2010
281,281 N College,Water,GAL,17900,41.23,February,2,2010
281,281 N College,Water,GAL,14400,35.48,March,3,2010
281,281 N College,Water,GAL,15000,36.47,April,4,2010
281,281 N College,Water,GAL,19600,52.08,May,5,2010
281,281 N College,Water,GAL,30200,73.86,June,6,2010
281,281 N College,Water,GAL,20100,53.11,July,7,2010
281,281 N College,Water,GAL,18700,50.24,August,8,2010
281,281 N College,Water,GAL,17400,47.56,September,9,2010
281,281 N College,Water,GAL,17700,48.18,October,10,2010
281,281 N College,Water,GAL,15000,36.47,November,11,2010
281,281 N College,Water,GAL,15500,37.29,December,12,2010
281,281 N College,Water,GAL,15700,38.75,January,1,2011
281,281 N College,Water,GAL,17200,41.29,February,2,2011
281,281 N College,Water,GAL,17000,40.95,March,3,2011
281,281 N College,Water,GAL,18900,44.16,April,4,2011
281,281 N College,Water,GAL,27400,58.55,May,5,2011
281,281 N College,Water,GAL,27500,81.94,June,6,2011
281,281 N College,Water,GAL,22200,59.14,July,7,2011
281,281 N College,Water,GAL,22400,59.56,August,8,2011
281,281 N College,Water,GAL,23300,61.47,September,9,2011
281,281 N College,Water,GAL,20400,55.33,October,10,2011
281,281 N College,Water,GAL,16000,39.25,November,11,2011
281,281 N College,Water,GAL,28600,60.58,December,12,2011
281,281 N College,Water,GAL,44700,93.12,January,1,2012
281,281 N College,Water,GAL,29800,66.38,February,2,2012
281,281 N College,Water,GAL,18200,45.56,March,3,2012
281,281 N College,Water,GAL,28400,63.87,April,4,2012
281,281 N College,Water,GAL,16000,48.79,May,5,2012
281,281 N College,Water,GAL,19000,55.52,June,6,2012
281,281 N College,Water,GAL,19300,56.19,July,7,2012
281,281 N College,Water,GAL,22800,64.04,August,8,2012
281,281 N College,Water,GAL,22900,64.26,September,9,2012
281,281 N College,Water,GAL,17600,52.38,October,10,2012
281,281 N College,Water,GAL,13100,36.41,November,11,2012
281,281 N College,Water,GAL,14700,39.28,December,12,2012
281,281 N College,Water,GAL,23800,57.85,January,1,2013
281,281 N College,Water,GAL,20600,51.87,February,2,2013
281,281 N College,Water,GAL,15600,42.54,March,3,2013
281,281 N College,Water,GAL,21000,52.62,April,4,2013
281,281 N College,Water,GAL,15540,49.68,May,5,2013
281,281 N College,Water,GAL,22210,65.24,June,6,2013
281,281 N College,Water,GAL,17860,55.09,July,7,2013
281,281 N College,Water,GAL,18650,56.93,August,8,2013
281,281 N College,Water,GAL,15060,48.56,September,9,2013
281,281 N College,Water,GAL,17010,53.11,October,10,2013
281,281 N College,Water,GAL,11350,34.61,November,11,2013
281,281 N College,Water,GAL,11710,38,December,12,2013
281,281 N College,Water,GAL,11760,38.1,January,1,2014
281,281 N College,Water,GAL,11030,36.63,February,2,2014
281,281 N College,Water,GAL,10600,35.76,March,3,2014
281,281 N College,Water,GAL,12380,45.55,April,4,2014
281,281 N College,Water,GAL,17100,57.41,May,5,2014
281,281 N College,Water,GAL,20490,65.92,June,6,2014
281,281 N College,Water,GAL,17470,58.34,July,7,2014
281,281 N College,Water,GAL,22170,70.15,August,8,2014
281,281 N College,Water,GAL,16020,54.7,September,9,2014
281,281 N College,Water,GAL,11760,38.1,October,10,2014
281,281 N College,Water,GAL,9460,33.47,November,11,2014
281,281 N College,Water,GAL,10610,35.78,December,12,2014
281,281 N College,Water,GAL,13100,40.79,January,1,2015
281,281 N College,Water,GAL,11090,36.75,February,2,2015
281,281 N College,Water,GAL,14350,43.3,March,3,2015
281,281 N College,Water,GAL,13020,47.16,April,4,2015
281,281 N College,Water,GAL,11570,43.52,May,5,2015
281,281 N College,Water,GAL,20380,65.65,June,6,2015
281,281 N College,Water,GAL,29900,89.56,July,7,2015
281,281 N College,Water,GAL,29350,88.18,August,8,2015
281,281 N College,Water,GAL,21800,69.22,September,9,2015
281,281 N College,Water,GAL,18710,52.07,October,10,2015
281,281 N College,Water,GAL,12340,39.26,November,11,2015
281,281 N College,Water,GAL,11680,37.94,December,12,2015
281,281 N College,Water,GAL,12860,40.31,January,1,2016
281,281 N College,Water,GAL,12810,40.21,February,2,2016
281,281 N College,Water,GAL,13870,42.34,March,3,2016
281,281 N College,Water,GAL,14090,49.85,April,4,2016
281,281 N College,Water,GAL,14350,50.5,May,5,2016
281,281 N College,Water,GAL,20600,66.2,June,6,2016
281,281 N College,Water,GAL,24800,76.75,July,7,2016
281,281 N College,Water,GAL,29930,89.64,August,8,2016
281,281 N College,Water,GAL,27340,83.13,September,9,2016
281,281 N College,Water,GAL,29370,73.51,October,10,2016
281,281 N College,Water,GAL,12210,39,November,11,2016
281,281 N College,Water,GAL,12540,39.67,December,12,2016
281,281 N College,Water,GAL,14070,44.88,January,1,2017
281,281 N College,Water,GAL,12520,41.6,February,2,2017
281,281 N College,Water,GAL,14920,46.67,March,3,2017
281,281 N College,Water,GAL,14030,44.79,April,4,2017
281,281 N College,Water,GAL,13980,52.05,May,5,2017
281,281 N College,Water,GAL,17000,60.01,June,6,2017
281,281 N College,Water,GAL,17330,60.88,July,7,2017
281,281 N College,Water,GAL,20710,69.8,August,8,2017
281,281 N College,Water,GAL,18020,62.7,September,9,2017
281,281 N College,Water,GAL,16550,58.83,October,10,2017
281,281 N College,Water,GAL,11410,39.26,November,11,2017
281,281 N College,Water,GAL,11080,38.56,December,12,2017
281,281 N College,Water,GAL,12770,44.92,January,1,2018
281,281 N College,Water,GAL,11950,43.07,February,2,2018
281,281 N College,Water,GAL,13250,46,March,3,2018
281,281 N College,Water,GAL,13690,46.99,April,4,2018
281,281 N College,Water,GAL,13830,55.07,May,5,2018
281,281 N College,Water,GAL,12550,51.47,June,6,2018
281,281 N College,Electric,KW,105.84,1720.75,January,1,2005
281,281 N College,Electric,KW,105.84,1660.89,February,2,2005
281,281 N College,Electric,KW,105.84,1739.73,March,3,2005
281,281 N College,Electric,KW,120,1786.48,April,4,2005
281,281 N College,Electric,KW,135.2,3047.09,May,5,2005
281,281 N College,Electric,KW,141.2,3181.3,June,6,2005
281,281 N College,Electric,KW,163.6,3461.01,July,7,2005
281,281 N College,Electric,KW,146.8,3315.95,August,8,2005
281,281 N College,Electric,KW,136.4,3010.72,September,9,2005
281,281 N College,Electric,KW,114.8,1719.83,October,10,2005
281,281 N College,Electric,KW,114.52,1717.77,November,11,2005
281,281 N College,Electric,KW,114.52,1675.75,December,12,2005
281,281 N College,Electric,KW,114.52,1707.01,January,1,2006
281,281 N College,Electric,KW,114.52,1633.7,February,2,2006
281,281 N College,Electric,KW,114.52,1741.17,March,3,2006
281,281 N College,Electric,KW,114.52,2510.81,April,4,2006
281,281 N College,Electric,KW,118.4,2344.75,May,5,2006
281,281 N College,Electric,KW,140,3191.43,June,6,2006
281,281 N College,Electric,KW,139.2,3083.51,July,7,2006
281,281 N College,Electric,KW,145.6,3245.56,August,8,2006
281,281 N College,Electric,KW,122.4,2834.97,September,9,2006
281,281 N College,Electric,KW,101.92,1677.09,October,10,2006
281,281 N College,Electric,KW,101.92,1592.54,November,11,2006
281,281 N College,Electric,KW,101.92,1586.42,December,12,2006
281,281 N College,Electric,KW,101.92,1546.49,January,1,2007
281,281 N College,Electric,KW,101.92,1552.6,February,2,2007
281,281 N College,Electric,KW,101.92,1606.5,March,3,2007
281,281 N College,Electric,KW,101.92,2318.01,April,4,2007
281,281 N College,Electric,KW,105.6,2393.25,May,5,2007
281,281 N College,Electric,KW,128.4,2898.47,June,6,2007
281,281 N College,Electric,KW,132.8,3169.21,July,7,2007
281,281 N College,Electric,KW,132.4,3122.83,August,8,2007
281,281 N College,Electric,KW,118,2752.33,September,9,2007
281,281 N College,Electric,KW,104,1636.89,October,10,2007
281,281 N College,Electric,KW,97.2,1607.23,November,11,2007
281,281 N College,Electric,KW,94,1651.68,December,12,2007
281,281 N College,Electric,KW,92.96,1575.19,January,1,2008
281,281 N College,Electric,KW,92.96,1649.43,February,2,2008
281,281 N College,Electric,KW,92.96,1517.21,March,3,2008
281,281 N College,Electric,KW,102,1565.29,April,4,2008
281,281 N College,Electric,KW,113.6,2144.46,May,5,2008
281,281 N College,Electric,KW,123.2,2899.8,June,6,2008
281,281 N College,Electric,KW,132.4,3021.74,July,7,2008
281,281 N College,Electric,KW,117.6,2656.47,August,8,2008
281,281 N College,Electric,KW,95.2,1882.36,September,9,2008
281,281 N College,Electric,KW,92.68,1561.79,October,10,2008
281,281 N College,Electric,KW,92.68,1556.31,November,11,2008
281,281 N College,Electric,KW,92.68,1461.28,December,12,2008
281,281 N College,Electric,KW,69.6,1388.3,January,1,2009
281,281 N College,Electric,KW,64.4,1348.25,February,2,2009
281,281 N College,Electric,KW,67.6,1448.66,March,3,2009
281,281 N College,Electric,KW,79.2,1439.11,April,4,2009
281,281 N College,Electric,KW,89.2,2140.9,May,5,2009
281,281 N College,Electric,KW,95.2,1843.93,June,6,2009
281,281 N College,Electric,KW,102,2486.27,July,7,2009
281,281 N College,Electric,KW,98,2408.51,August,8,2009
281,281 N College,Electric,KW,92.8,2273.31,September,9,2009
281,281 N College,Electric,KW,74,1309.4,October,10,2009
281,281 N College,Electric,KW,71.4,1320.06,November,11,2009
281,281 N College,Electric,KW,71.4,1361.94,December,12,2009
281,281 N College,Electric,KW,68,1392.69,January,1,2010
281,281 N College,Electric,KW,66,1391.04,February,2,2010
281,281 N College,Electric,KW,70,1397.37,March,3,2010
281,281 N College,Electric,KW,70.4,1346.77,April,4,2010
281,281 N College,Electric,KW,84.8,1905.12,May,5,2010
281,281 N College,Electric,KW,104.4,2498.47,June,6,2010
281,281 N College,Electric,KW,108.4,2742.45,July,7,2010
281,281 N College,Electric,KW,104,2317.29,August,8,2010
281,281 N College,Electric,KW,96.8,2047.11,September,9,2010
281,281 N College,Electric,KW,85.2,2095.37,October,10,2010
281,281 N College,Electric,KW,75.88,1408.77,November,11,2010
281,281 N College,Electric,KW,75.88,1320.56,December,12,2010
281,281 N College,Electric,KW,75.88,1514.59,January,1,2011
281,281 N College,Electric,KW,75.88,1420.71,February,2,2011
281,281 N College,Electric,KW,75.88,1385.02,March,3,2011
281,281 N College,Electric,KW,75.88,1332.99,April,4,2011
281,281 N College,Electric,KW,75.88,1955.39,May,5,2011
281,281 N College,Electric,KW,86.8,1578.12,June,6,2011
281,281 N College,Electric,KW,94.8,1639.19,July,7,2011
281,281 N College,Electric,KW,92,2287.95,August,8,2011
281,281 N College,Electric,KW,77.2,2071.05,September,9,2011
281,281 N College,Electric,KW,71.6,1897.64,October,10,2011
281,281 N College,Electric,KW,66.36,1382.75,November,11,2011
281,281 N College,Electric,KW,66.36,1467.46,December,12,2011
281,281 N College,Electric,KW,67.2,1531.59,January,1,2012
281,281 N College,Electric,KW,66.36,1423.53,February,2,2012
281,281 N College,Electric,KW,66.36,1401.12,March,3,2012
281,281 N College,Electric,KW,66.36,1689.44,April,4,2012
281,281 N College,Electric,KW,69.6,1543.18,May,5,2012
281,281 N College,Electric,KW,103.6,2793.64,June,6,2012
281,281 N College,Electric,KW,99.6,2783.34,July,7,2012
281,281 N College,Electric,KW,91.2,1997.22,August,8,2012
281,281 N College,Electric,KW,89.6,1628.6,September,9,2012
281,281 N College,Electric,KW,73.6,1415.2,October,10,2012
281,281 N College,Electric,KW,75.52,1419.94,November,11,2012
281,281 N College,Electric,KW,72.52,1444.02,December,12,2012
281,281 N College,Electric,KW,72.52,1507.96,January,1,2013
281,281 N College,Electric,KW,72.52,1402.02,February,2,2013
281,281 N College,Electric,KW,75.52,1397.22,March,3,2013
281,281 N College,Electric,KW,72.52,1394.03,April,4,2013
281,281 N College,Electric,KW,72.52,1764.92,May,5,2013
281,281 N College,Electric,KW,86.4,1790.31,June,6,2013
281,281 N College,Electric,KW,92,2684.69,July,7,2013
281,281 N College,Electric,KW,88.8,2638.83,August,8,2013
281,281 N College,Electric,KW,86.4,2032.55,September,9,2013
281,281 N College,Electric,KW,64.4,1472.45,October,10,2013
281,281 N College,Electric,KW,64.4,1457.89,November,11,2013
281,281 N College,Electric,KW,64.4,1597.84,December,12,2013
281,281 N College,Electric,KW,108.56,1943.05,January,1,2014
281,281 N College,Electric,KW,75.992,1605.13,February,2,2014
281,281 N College,Electric,KW,75.992,1565.58,March,3,2014
281,281 N College,Electric,KW,64.4,1430.98,April,4,2014
281,281 N College,Electric,KW,71.24,1718.95,May,5,2014
281,281 N College,Electric,KW,72.46,2146.02,June,6,2014
281,281 N College,Electric,KW,84.26,2312.88,July,7,2014
281,281 N College,Electric,KW,79.2,2377.35,August,8,2014
281,281 N College,Electric,KW,78.09,1815.05,September,9,2014
281,281 N College,Electric,KW,59.93,1710.32,October,10,2014
281,281 N College,Electric,KW,58.982,1458.38,November,11,2014
281,281 N College,Electric,KW,58.982,1478.78,December,12,2014
281,281 N College,Electric,KW,59.72,1637.56,January,1,2015
281,281 N College,Electric,KW,58.982,1346.12,February,2,2015
281,281 N College,Electric,KW,58.982,1431.17,March,3,2015
281,281 N College,Electric,KW,60.73,1428.57,April,4,2015
281,281 N College,Electric,KW,59.47,1713.97,May,5,2015
281,281 N College,Electric,KW,83.86,2553.35,June,6,2015
281,281 N College,Electric,KW,88.99,2765.89,July,7,2015
281,281 N College,Electric,KW,88.75,2716.39,August,8,2015
281,281 N College,Electric,KW,84.58,2141.1,September,9,2015
281,281 N College,Electric,KW,63.9,1419.99,October,10,2015
281,281 N College,Electric,KW,62.293,1427.8,November,11,2015
281,281 N College,Electric,KW,62.293,1516.63,December,12,2015
281,281 N College,Electric,KW,62.293,1486.46,January,1,2016
281,281 N College,Electric,KW,62.293,1421.26,February,2,2016
281,281 N College,Electric,KW,62.293,1433.3,March,3,2016
281,281 N College,Electric,KW,62.293,1403.01,April,4,2016
281,281 N College,Electric,KW,62.293,1714.96,May,5,2016
281,281 N College,Electric,KW,94.26,2856.5,June,6,2016
281,281 N College,Electric,KW,87.89,2817.63,July,7,2016
281,281 N College,Electric,KW,85.29,2837.52,August,8,2016
281,281 N College,Electric,KW,76.62,2042.24,September,9,2016
281,281 N College,Electric,KW,65.982,1865.18,October,10,2016
281,281 N College,Electric,KW,65.982,1498.92,November,11,2016
281,281 N College,Electric,KW,65.982,1596.89,December,12,2016
281,281 N College,Electric,KW,65.982,1574.09,January,1,2017
281,281 N College,Electric,KW,65.982,1430.78,February,2,2017
281,281 N College,Electric,KW,65.982,1503.03,March,3,2017
281,281 N College,Electric,KW,65.982,1350.25,April,4,2017
281,281 N College,Electric,KW,65.982,1498.1,May,5,2017
281,281 N College,Electric,KW,78.93,2159.15,June,6,2017
281,281 N College,Electric,KW,87.62,2955.34,July,7,2017
281,281 N College,Electric,KW,77.55,2197.57,August,8,2017
281,281 N College,Electric,KW,81.22,1953.22,September,9,2017
281,281 N College,Electric,KW,61.334,1420.72,October,10,2017
281,281 N College,Electric,KW,61.334,1438.61,November,11,2017
281,281 N College,Electric,KW,61.334,1488.01,December,12,2017
281,281 N College,Electric,KW,61.334,1459.87,January,1,2018
281,281 N College,Electric,KW,61.334,1470.19,February,2,2018
281,281 N College,Electric,KW,61.334,1465.15,March,3,2018
281,281 N College,Electric,KW,61.334,1471.83,April,4,2018
281,281 N College,Electric,KW,67.72,1823.97,May,5,2018
281,281 N College,Electric,KW,91.17,2444.98,June,6,2018
281,281 N College,Electric,KWH,35080,1720.75,January,1,2005
281,281 N College,Electric,KWH,32400,1660.89,February,2,2005
281,281 N College,Electric,KWH,37240,1739.73,March,3,2005
281,281 N College,Electric,KWH,37400,1786.48,April,4,2005
281,281 N College,Electric,KWH,39160,3047.09,May,5,2005
281,281 N College,Electric,KWH,42120,3181.3,June,6,2005
281,281 N College,Electric,KWH,46360,3461.01,July,7,2005
281,281 N College,Electric,KWH,44920,3315.95,August,8,2005
281,281 N College,Electric,KWH,39720,3010.72,September,9,2005
281,281 N College,Electric,KWH,35640,1719.83,October,10,2005
281,281 N College,Electric,KWH,31920,1717.77,November,11,2005
281,281 N College,Electric,KWH,33320,1675.75,December,12,2005
281,281 N College,Electric,KWH,33600,1707.01,January,1,2006
281,281 N College,Electric,KWH,31040,1633.7,February,2,2006
281,281 N College,Electric,KWH,34320,1741.17,March,3,2006
281,281 N College,Electric,KWH,33600,2510.81,April,4,2006
281,281 N College,Electric,KWH,39200,2344.75,May,5,2006
281,281 N College,Electric,KWH,42400,3191.43,June,6,2006
281,281 N College,Electric,KWH,45520,3083.51,July,7,2006
281,281 N College,Electric,KWH,45080,3245.56,August,8,2006
281,281 N College,Electric,KWH,35640,2834.97,September,9,2006
281,281 N College,Electric,KWH,33400,1677.09,October,10,2006
281,281 N College,Electric,KWH,31080,1592.54,November,11,2006
281,281 N College,Electric,KWH,31880,1586.42,December,12,2006
281,281 N College,Electric,KWH,33960,1546.49,January,1,2007
281,281 N College,Electric,KWH,29480,1552.6,February,2,2007
281,281 N College,Electric,KWH,32120,1606.5,March,3,2007
281,281 N College,Electric,KWH,30960,2318.01,April,4,2007
281,281 N College,Electric,KWH,33680,2393.25,May,5,2007
281,281 N College,Electric,KWH,37880,2898.47,June,6,2007
281,281 N College,Electric,KWH,44960,3169.21,July,7,2007
281,281 N College,Electric,KWH,43960,3122.83,August,8,2007
281,281 N College,Electric,KWH,35080,2752.33,September,9,2007
281,281 N College,Electric,KWH,35800,1636.89,October,10,2007
281,281 N College,Electric,KWH,32480,1607.23,November,11,2007
281,281 N College,Electric,KWH,31720,1651.68,December,12,2007
281,281 N College,Electric,KWH,34040,1575.19,January,1,2008
281,281 N College,Electric,KWH,31440,1649.43,February,2,2008
281,281 N College,Electric,KWH,32400,1517.21,March,3,2008
281,281 N College,Electric,KWH,33040,1565.29,April,4,2008
281,281 N College,Electric,KWH,34440,2144.46,May,5,2008
281,281 N College,Electric,KWH,37680,2899.8,June,6,2008
281,281 N College,Electric,KWH,44440,3021.74,July,7,2008
281,281 N College,Electric,KWH,36680,2656.47,August,8,2008
281,281 N College,Electric,KWH,30720,1882.36,September,9,2008
281,281 N College,Electric,KWH,29720,1561.79,October,10,2008
281,281 N College,Electric,KWH,26600,1556.31,November,11,2008
281,281 N College,Electric,KWH,29520,1461.28,December,12,2008
281,281 N College,Electric,KWH,27280,1388.3,January,1,2009
281,281 N College,Electric,KWH,24120,1348.25,February,2,2009
281,281 N College,Electric,KWH,27520,1448.66,March,3,2009
281,281 N College,Electric,KWH,27600,1439.11,April,4,2009
281,281 N College,Electric,KWH,27080,2140.9,May,5,2009
281,281 N College,Electric,KWH,28080,1843.93,June,6,2009
281,281 N College,Electric,KWH,32280,2486.27,July,7,2009
281,281 N College,Electric,KWH,31520,2408.51,August,8,2009
281,281 N College,Electric,KWH,27560,2273.31,September,9,2009
281,281 N College,Electric,KWH,26760,1309.4,October,10,2009
281,281 N College,Electric,KWH,24800,1320.06,November,11,2009
281,281 N College,Electric,KWH,26360,1361.94,December,12,2009
281,281 N College,Electric,KWH,26240,1392.69,January,1,2010
281,281 N College,Electric,KWH,23680,1391.04,February,2,2010
281,281 N College,Electric,KWH,26200,1397.37,March,3,2010
281,281 N College,Electric,KWH,25440,1346.77,April,4,2010
281,281 N College,Electric,KWH,26880,1905.12,May,5,2010
281,281 N College,Electric,KWH,30720,2498.47,June,6,2010
281,281 N College,Electric,KWH,32720,2742.45,July,7,2010
281,281 N College,Electric,KWH,29960,2317.29,August,8,2010
281,281 N College,Electric,KWH,26520,2047.11,September,9,2010
281,281 N College,Electric,KWH,23320,2095.37,October,10,2010
281,281 N College,Electric,KWH,21720,1408.77,November,11,2010
281,281 N College,Electric,KWH,22520,1320.56,December,12,2010
281,281 N College,Electric,KWH,23960,1514.59,January,1,2011
281,281 N College,Electric,KWH,22040,1420.71,February,2,2011
281,281 N College,Electric,KWH,23160,1385.02,March,3,2011
281,281 N College,Electric,KWH,21800,1332.99,April,4,2011
281,281 N College,Electric,KWH,22560,1955.39,May,5,2011
281,281 N College,Electric,KWH,25080,1578.12,June,6,2011
281,281 N College,Electric,KWH,26880,1639.19,July,7,2011
281,281 N College,Electric,KWH,29600,2287.95,August,8,2011
281,281 N College,Electric,KWH,23400,2071.05,September,9,2011
281,281 N College,Electric,KWH,22640,1897.64,October,10,2011
281,281 N College,Electric,KWH,22240,1382.75,November,11,2011
281,281 N College,Electric,KWH,24640,1467.46,December,12,2011
281,281 N College,Electric,KWH,22840,1531.59,January,1,2012
281,281 N College,Electric,KWH,21760,1423.53,February,2,2012
281,281 N College,Electric,KWH,20640,1401.12,March,3,2012
281,281 N College,Electric,KWH,20520,1689.44,April,4,2012
281,281 N College,Electric,KWH,22600,1543.18,May,5,2012
281,281 N College,Electric,KWH,26280,2793.64,June,6,2012
281,281 N College,Electric,KWH,28840,2783.34,July,7,2012
281,281 N College,Electric,KWH,27640,1997.22,August,8,2012
281,281 N College,Electric,KWH,21760,1628.6,September,9,2012
281,281 N College,Electric,KWH,21200,1415.2,October,10,2012
281,281 N College,Electric,KWH,19920,1419.94,November,11,2012
281,281 N College,Electric,KWH,20560,1444.02,December,12,2012
281,281 N College,Electric,KWH,21840,1507.96,January,1,2013
281,281 N College,Electric,KWH,19520,1402.02,February,2,2013
281,281 N College,Electric,KWH,19400,1397.22,March,3,2013
281,281 N College,Electric,KWH,19320,1394.03,April,4,2013
281,281 N College,Electric,KWH,20160,1764.92,May,5,2013
281,281 N College,Electric,KWH,22800,1790.31,June,6,2013
281,281 N College,Electric,KWH,25520,2684.69,July,7,2013
281,281 N College,Electric,KWH,26600,2638.83,August,8,2013
281,281 N College,Electric,KWH,21880,2032.55,September,9,2013
281,281 N College,Electric,KWH,21920,1472.45,October,10,2013
281,281 N College,Electric,KWH,20480,1457.89,November,11,2013
281,281 N College,Electric,KWH,23320,1597.84,December,12,2013
281,281 N College,Electric,KWH,23200,1943.05,January,1,2014
281,281 N College,Electric,KWH,20520,1605.13,February,2,2014
281,281 N College,Electric,KWH,21920,1565.58,March,3,2014
281,281 N College,Electric,KWH,20600,1430.98,April,4,2014
281,281 N College,Electric,KWH,19760,1718.95,May,5,2014
281,281 N College,Electric,KWH,20400,2146.02,June,6,2014
281,281 N College,Electric,KWH,23840,2312.88,July,7,2014
281,281 N College,Electric,KWH,23040,2377.35,August,8,2014
281,281 N College,Electric,KWH,20920,1815.05,September,9,2014
281,281 N College,Electric,KWH,20120,1710.32,October,10,2014
281,281 N College,Electric,KWH,19080,1458.38,November,11,2014
281,281 N College,Electric,KWH,20440,1478.78,December,12,2014
281,281 N College,Electric,KWH,21960,1637.56,January,1,2015
281,281 N College,Electric,KWH,18600,1346.12,February,2,2015
281,281 N College,Electric,KWH,20760,1431.17,March,3,2015
281,281 N College,Electric,KWH,20160,1428.57,April,4,2015
281,281 N College,Electric,KWH,20240,1713.97,May,5,2015
281,281 N College,Electric,KWH,24880,2553.35,June,6,2015
